postcode,Suburb,State,lat,long
2574, Avon, NSW,-34.35,150.63
2516, Bulli, NSW,-34.33,150.91
6290, Augusta, WA,-34.32,115.16
5573, Balgowan, SA,-34.32,137.49
6396, Frankland River, WA,-34.31,116.98
2515, Austinmer, NSW,-34.31,150.93
6321, Cranbrook, WA,-34.3,117.56
5373, Allendale North, SA,-34.3,138.92
5343, Berri, SA,-34.29,140.6
5332, Moorook, SA,-34.29,140.36
3496, Cardross, VIC,-34.29,142.15
2571, Balmoral, NSW,-34.29,150.53
5501, Avon, SA,-34.28,138.34
5401, Alma, SA,-34.27,138.63
5344, Glossop, SA,-34.27,140.53
5572, Arthurton, SA,-34.26,137.76
2680, Beelbangera, NSW,-34.26,146.1
5345, Barmera, SA,-34.25,140.47
6338, Amelup, WA,-34.24,118.22
5346, Cobdogla, SA,-34.24,140.41
5342, Monash, SA,-34.24,140.56
2508, Coalcliff, NSW,-34.24,150.98
6258, Balbarrup, WA,-34.23,116.2
3498, Irymple, VIC,-34.23,142.18
5412, Navan, SA,-34.22,138.74
5411, Giles Corner, SA,-34.22,138.73
5340, Mundic Creek, SA,-34.22,140.81
5331, Kingston On Murray, SA,-34.22,140.35
2573, Tahmoor, NSW,-34.22,150.59
5631, Cockaleechie, SA,-34.21,135.84
5341, Chaffey, SA,-34.21,140.69
5322, Golden Heights, SA,-34.2,139.94
3505, Birdwoodton, VIC,-34.2,142.06
2569, Douglas Park, NSW,-34.19,150.71
5570, Clinton, SA,-34.18,137.98
3500, Mildura, VIC,-34.18,142.16
2738, Gol Gol, NSW,-34.18,142.22
2681, Myall Park, NSW,-34.18,146.11
2668, Barmedman, NSW,-34.18,147.41
2572, Lakesland, NSW,-34.18,150.53
2739, Buronga, NSW,-34.17,142.18
6288, Alexandra Bridge, WA,-34.16,115.2
5558, Agery, SA,-34.16,137.74
2803, Bendick Murrell, NSW,-34.16,148.45
5632, Kapinnie, SA,-34.15,135.5
5552, Kainton, SA,-34.15,137.94
5461, Balaklava, SA,-34.15,138.42
2648, Anabranch, NSW,-34.15,142.09
6286, Boranup, WA,-34.13,115.05
5605, Butler, SA,-34.11,136.17
5604, Port Neill, SA,-34.11,136.33
2671, Alleena, NSW,-34.11,147.14
2568, Menangle, NSW,-34.11,150.75
6336, Cowalellup, WA,-34.1,118.55
2563, Menangle Park, NSW,-34.1,150.76
1800, Ashfield, NSW,-34.1,150.78
5374, Australia Plains, SA,-34.09,139.17
5321, Cadell, SA,-34.09,139.77
2717, Dareton, NSW,-34.09,142.04
2230, Bundeena, NSW,-34.09,151.15
2583, Bigga, NSW,-34.08,149.15
2570, Belimbla Park, NSW,-34.08,150.54
2560, Airds, NSW,-34.08,150.83
2232, Audley, NSW,-34.08,151.06
1445, Rosebery, NSW,-34.08,151.01
6346, Fitzgerald River National Park, WA,-34.07,119.59
5550, Beaufort, SA,-34.07,138.23
2233, Engadine, NSW,-34.07,151.01
2769, The Ponds, NSW,-34.05,150.75
2567, Currans Hill, NSW,-34.05,150.76
2559, Blairmount, NSW,-34.05,150.8
1495, Caringbah, NSW,-34.05,151.12
2809, Greenethorpe, NSW,-34.04,148.4
2807, Koorawatha, NSW,-34.04,148.55
2652, Boorga, NSW,-34.04,146.03
2558, Eagle Vale, NSW,-34.04,150.81
2229, Caringbah, NSW,-34.04,151.12
1490, Miranda, NSW,-34.04,151.11
5554, Boors Plain, SA,-34.03,137.67
5451, Auburn, SA,-34.03,138.68
2228, Miranda, NSW,-34.03,151.1
2227, Gymea, NSW,-34.03,151.09
2566, Bow Bowing, NSW,-34.02,150.84
1499, Sutherland, NSW,-34.02,151.06
6320, Bobalong, WA,-34.01,117.56
6256, Glenlynn, WA,-34.01,116.15
5320, Beatty, SA,-34.01,139.44
2231, Kurnell, NSW,-34.01,151.2
2226, Bonnet Bay, NSW,-34.01,151.05
2225, Oyster Bay, NSW,-34,151.09
2224, Kangaroo Point, NSW,-34,151.1
2810, Bimbi, NSW,-33.99,147.93
2721, Bland, NSW,-33.99,147.68
2565, Bardia, NSW,-33.99,150.84
2564, Glenquarie, NSW,-33.99,150.89
2557, Catherine Field, NSW,-33.99,150.77
2234, Alfords Point, NSW,-33.99,151.02
2221, Blakehurst, NSW,-33.99,151.11
2219, Dolls Point, NSW,-33.99,151.15
5452, Leasingham, SA,-33.98,138.65
5414, Manoora, SA,-33.98,138.79
2217, Beverley Park, NSW,-33.98,151.13
2210, Lugarno, NSW,-33.98,151.05
2036, Chifley, NSW,-33.98,151.24
1493, Hurstville, NSW,-33.98,151.09
5381, Brady Creek, SA,-33.97,139
2223, Mortdale, NSW,-33.97,151.08
2220, Hurstville, NSW,-33.97,151.1
2218, Allawah, NSW,-33.97,151.11
2172, Pleasure Point, NSW,-33.97,150.99
2167, Glenfield, NSW,-33.97,150.89
2222, Penshurst, NSW,-33.96,151.09
2213, East Hills, NSW,-33.96,150.99
2019, Banksmeadow, NSW,-33.96,151.21
1890, Ingleburn, NSW,-33.96,150.8
2556, Bringelly, NSW,-33.95,150.73
2216, Banksia, NSW,-33.95,151.14
2212, Revesby, NSW,-33.95,151.02
2211, Padstow, NSW,-33.95,151.04
2209, Beverly Hills, NSW,-33.95,151.08
2173, Holsworthy, NSW,-33.95,150.95
2170, Casula, NSW,-33.95,150.91
2035, Maroubra, NSW,-33.95,151.24
1875, Moorebank, NSW,-33.95,150.92
1700, Ermington, NSW,-33.95,151.21
1455, Botany, NSW,-33.95,151.2
6335, Gnowangerup, WA,-33.94,118.01
2808, Wyangala, NSW,-33.94,149.05
2752, Silverdale, NSW,-33.94,150.58
2520, Wollongong, NSW,-33.94,151.14
2214, Milperra, NSW,-33.94,150.99
2208, Kingsgrove, NSW,-33.94,151.1
2205, Arncliffe, NSW,-33.94,151.15
1480, Kingsgrove, NSW,-33.94,151.1
5510, Lochiel, SA,-33.93,138.17
5413, Apoinga, SA,-33.93,138.94
2793, Darbys Falls, NSW,-33.93,148.86
2207, Bardwell Park, NSW,-33.93,151.13
2206, Clemton Park, NSW,-33.93,151.1
2196, Punchbowl, NSW,-33.93,151.05
2179, Austral, NSW,-33.93,150.81
2032, Daceyville, NSW,-33.93,151.23
2020, Mascot, NSW,-33.93,151.19
2018, Eastlakes, NSW,-33.93,151.21
1891, Milperra, NSW,-33.93,151
1460, Mascot, NSW,-33.93,151.21
5415, Mintaro, SA,-33.92,138.72
2200, Bankstown, NSW,-33.92,151.03
2195, Lakemba, NSW,-33.92,151.08
2192, Belmore, NSW,-33.92,151.09
2168, Ashcroft, NSW,-33.92,150.9
2034, Coogee, NSW,-33.92,151.25
6285, Bramley, WA,-33.91,115.03
5603, Arno Bay, SA,-33.91,136.57
2795, Abercrombie, NSW,-33.91,149.33
2794, Bumbaldry, NSW,-33.91,148.46
2204, Marrickville, NSW,-33.91,151.16
2199, Yagoona, NSW,-33.91,151.03
2198, Georges Hall, NSW,-33.91,150.98
2194, Campsie, NSW,-33.91,151.1
2052, Unsw Sydney, NSW,-33.91,151.23
2044, St Peters, NSW,-33.91,151.18
2033, Kensington, NSW,-33.91,151.22
2031, Clovelly, NSW,-33.91,151.26
1888, Bankstown, NSW,-33.91,151.02
1885, Bankstown, NSW,-33.91,151.02
1476, Marrickville, NSW,-33.91,151.15
1475, Marrickville, NSW,-33.91,151.15
1466, Unsw Sydney, NSW,-33.91,151.23
5556, North Beach, SA,-33.9,137.63
2203, Dulwich Hill, NSW,-33.9,151.14
2197, Bass Hill, NSW,-33.9,150.99
2193, Ashbury, NSW,-33.9,151.12
2191, Belfield, NSW,-33.9,151.08
2166, Cabramatta, NSW,-33.9,150.94
2133, Croydon Park, NSW,-33.9,151.11
2048, Stanmore, NSW,-33.9,151.17
2043, Erskineville, NSW,-33.9,151.19
2042, Enmore, NSW,-33.9,151.17
2024, Bronte, NSW,-33.9,151.26
2017, Waterloo, NSW,-33.9,151.21
2015, Alexandria, NSW,-33.9,151.2
1441, Waterloo, NSW,-33.9,151.06
1440, Waterloo, NSW,-33.9,151.06
2190, Chullora, NSW,-33.89,151.06
2177, Bonnyrigg, NSW,-33.89,150.89
2143, Birrong, NSW,-33.89,151.02
2136, Burwood Heights, NSW,-33.89,151.1
2131, Ashfield, NSW,-33.89,151.13
2130, Summer Hill, NSW,-33.89,151.14
2124, Parramatta, NSW,-33.89,151.14
2123, Parramatta, NSW,-33.89,151.14
2050, Camperdown, NSW,-33.89,151.18
2049, Lewisham, NSW,-33.89,151.14
2026, Bondi, NSW,-33.89,151.26
2025, Woollahra, NSW,-33.89,151.24
2023, Bellevue Hill, NSW,-33.89,151.26
2022, Bondi Junction, NSW,-33.89,151.25
2021, Centennial Park, NSW,-33.89,151.22
2016, Redfern, NSW,-33.89,151.2
2008, Chippendale, NSW,-33.89,151.2
2006, The University Of Sydney, NSW,-33.89,151.19
1871, Liverpool, NSW,-33.89,151.1
1805, Burwood, NSW,-33.89,151.1
1741, Parramatta, NSW,-33.89,151.14
1740, Parramatta, NSW,-33.89,151.14
1465, Kensington, NSW,-33.89,151.14
1430, Eveleigh, NSW,-33.89,151.2
1355, Bondi Junction, NSW,-33.89,151.26
1215, Australia Square, NSW,-33.89,151.18
1214, Australia Square, NSW,-33.89,151.18
1213, Australia Square, NSW,-33.89,151.18
1212, Australia Square, NSW,-33.89,151.18
1211, Australia Square, NSW,-33.89,151.18
1210, Australia Square, NSW,-33.89,151.18
1209, Australia Square, NSW,-33.89,151.18
2555, Badgerys Creek, NSW,-33.88,150.74
2176, Abbotsbury, NSW,-33.88,150.87
2171, Cecil Hills, NSW,-33.88,150.85
2163, Carramar, NSW,-33.88,150.96
2162, Chester Hill, NSW,-33.88,151
2134, Burwood, NSW,-33.88,151.1
2132, Croydon, NSW,-33.88,151.11
2045, Haberfield, NSW,-33.88,151.14
2040, Leichhardt, NSW,-33.88,151.16
2038, Annandale, NSW,-33.88,151.17
2037, Forest Lodge, NSW,-33.88,151.18
2028, Double Bay, NSW,-33.88,151.24
2010, Darlinghurst, NSW,-33.88,151.22
2007, Broadway, NSW,-33.88,151.2
1835, Auburn, NSW,-33.88,151.02
1819, Strathfield, NSW,-33.88,151.09
1816, Strathfield, NSW,-33.88,151.09
1401, Broadway, NSW,-33.88,151.2
1360, Double Bay, NSW,-33.88,151.24
1300, Darlinghurst, NSW,-33.88,151.22
6348, Hopetoun, WA,-33.87,120.16
6284, Baudin, WA,-33.87,115.42
2715, Arumpo, NSW,-33.87,142.89
2178, Cecil Park, NSW,-33.87,150.84
2165, Fairfield, NSW,-33.87,150.96
2141, Berala, NSW,-33.87,151.03
2135, Strathfield, NSW,-33.87,151.09
2129, Sydney Markets, NSW,-33.87,151.19
2030, Dover Heights, NSW,-33.87,151.28
2029, Rose Bay, NSW,-33.87,151.28
2027, Darling Point, NSW,-33.87,151.24
2011, Elizabeth Bay, NSW,-33.87,151.23
2009, Pyrmont, NSW,-33.87,151.19
1565, Milsons Point, NSW,-33.87,151.19
1230, Queen Victoria Building, NSW,-33.87,151.21
1229, Queen Victoria Building, NSW,-33.87,151.21
1228, Queen Victoria Building, NSW,-33.87,151.21
1227, Queen Victoria Building, NSW,-33.87,151.21
1226, Queen Victoria Building, NSW,-33.87,151.21
1225, Royal Exchange, NSW,-33.87,151.21
1224, Royal Exchange, NSW,-33.87,151.21
1223, Royal Exchange, NSW,-33.87,151.21
1222, Royal Exchange, NSW,-33.87,151.21
1221, Royal Exchange, NSW,-33.87,151.21
5560, Bute, SA,-33.86,138.01
2140, Homebush, NSW,-33.86,151.08
2041, Balmain, NSW,-33.86,151.18
2039, Rozelle, NSW,-33.86,151.17
2000, Barangaroo, NSW,-33.86,151.21
1831, Granville, NSW,-33.86,150.95
1830, Granville, NSW,-33.86,150.95
1790, St Marys, NSW,-33.86,151.2
1750, North Parramatta, NSW,-33.86,151.02
6318, Broomehill, WA,-33.85,117.64
6254, Greenbushes, WA,-33.85,116.06
5462, Blyth, SA,-33.85,138.49
2175, Horsley Park, NSW,-33.85,150.85
2164, Smithfield, NSW,-33.85,150.94
2161, Guildford, NSW,-33.85,150.99
2144, Auburn, NSW,-33.85,151.03
2142, Blaxcell, NSW,-33.85,151.01
2138, Concord West, NSW,-33.85,151.09
2127, Newington, NSW,-33.85,151.08
2061, Kirribilli, NSW,-33.85,151.21
2047, Drummoyne, NSW,-33.85,151.15
2046, Abbotsford, NSW,-33.85,151.13
1860, Fairfield, NSW,-33.85,150.96
1848, Guildford, NSW,-33.85,150.97
6275, Barrabup, WA,-33.84,115.66
5453, Armagh, SA,-33.84,138.58
2787, Black Springs, NSW,-33.84,149.71
2160, Merrylands, NSW,-33.84,150.99
2139, Concord Repatriation Hospital, NSW,-33.84,151.1
2137, Breakfast Point, NSW,-33.84,151.11
2128, Silverwater, NSW,-33.84,151.05
2060, Hmas Platypus, NSW,-33.84,151.19
1470, Drummoyne, NSW,-33.84,151.15
6244, Boyup Brook, WA,-33.83,116.39
5520, Barunga Gap, SA,-33.83,138.12
5416, Farrell Flat, SA,-33.83,138.79
2110, Hunters Hill, NSW,-33.83,151.15
2090, Cremorne, NSW,-33.83,151.23
2089, Neutral Bay, NSW,-33.83,151.22
2088, Mosman, NSW,-33.83,151.24
2065, Crows Nest, NSW,-33.83,151.2
1675, Gladesville, NSW,-33.83,151.14
1585, Crows Nest, NSW,-33.83,151.2
1582, Crows Nest, NSW,-33.83,151.2
6450, Bandy Creek, WA,-33.82,121.94
5555, Alford, SA,-33.82,137.82
2150, Harris Park, NSW,-33.82,151.01
2111, Boronia Park, NSW,-33.82,151.14
2063, Northbridge, NSW,-33.82,151.22
2062, Cammeray, NSW,-33.82,151.21
1811, Silverwater, NSW,-33.82,151.05
1515, West Chatswood, NSW,-33.82,151.21
1335, Potts Point, NSW,-33.82,151.12
1235, Sydney South, NSW,-33.82,151.04
1234, Sydney South, NSW,-33.82,151.04
1233, Sydney South, NSW,-33.82,151.04
1232, Sydney South, NSW,-33.82,151.04
1231, Sydney South, NSW,-33.82,151.04
2759, Erskine Park, NSW,-33.81,150.79
2116, Rydalmere, NSW,-33.81,151.03
2115, Ermington, NSW,-33.81,151.05
2066, Lane Cove, NSW,-33.81,151.17
2064, Artarmon, NSW,-33.81,151.19
1570, Artarmon, NSW,-33.81,151.19
2766, Eastern Creek, NSW,-33.8,150.85
2151, North Parramatta, NSW,-33.8,151.01
2145, Constitution Hill, NSW,-33.8,150.95
2117, Dundas, NSW,-33.8,151.04
2114, Denistone, NSW,-33.8,151.08
2113, Blenheim Road, NSW,-33.8,151.13
2112, Denistone East, NSW,-33.8,151.1
2095, Manly, NSW,-33.8,151.29
2092, Seaforth, NSW,-33.8,151.25
2068, Castlecrag, NSW,-33.8,151.21
2067, Chatswood, NSW,-33.8,151.19
2059, North Sydney, NSW,-33.8,151.1
2055, North Sydney, NSW,-33.8,151.1
1685, West Ryde, NSW,-33.8,151.09
6255, Benjinup, WA,-33.79,116.3
6253, Balingup, WA,-33.79,115.98
2778, Linden, NSW,-33.79,150.04
2745, Glenmore Park, NSW,-33.79,150.67
2148, Arndell Park, NSW,-33.79,150.87
2146, Old Toongabbie, NSW,-33.79,150.97
2122, Eastwood, NSW,-33.79,151.08
2094, Fairlight, NSW,-33.79,151.27
2093, Balgowlah, NSW,-33.79,151.26
2057, Chatswood, NSW,-33.79,151.19
2001, Sydney, NSW,-33.79,151.27
1640, Frenchs Forest, NSW,-33.79,151.25
1639, Frenchs Forest, NSW,-33.79,151.25
1597, Lane Cove, NSW,-33.79,151.19
1595, Lane Cove, NSW,-33.79,151.19
1299, Sydney, NSW,-33.79,151.27
1298, Sydney, NSW,-33.79,151.27
1297, Sydney, NSW,-33.79,151.27
1296, Sydney, NSW,-33.79,151.27
1295, Sydney, NSW,-33.79,151.27
1294, Sydney, NSW,-33.79,151.27
1293, Sydney, NSW,-33.79,151.27
1292, Sydney, NSW,-33.79,151.27
1291, Sydney, NSW,-33.79,151.27
1207, Sydney, NSW,-33.79,151.27
1206, Sydney, NSW,-33.79,151.27
1205, Sydney, NSW,-33.79,151.27
1204, Sydney, NSW,-33.79,151.27
1203, Sydney, NSW,-33.79,151.27
1202, Sydney, NSW,-33.79,151.27
1201, Sydney, NSW,-33.79,151.27
1200, Sydney, NSW,-33.79,151.27
1199, Sydney, NSW,-33.79,151.27
1198, Sydney, NSW,-33.79,151.27
1197, Sydney, NSW,-33.79,151.27
1196, Sydney, NSW,-33.79,151.27
1195, Sydney, NSW,-33.79,151.27
1194, Sydney, NSW,-33.79,151.27
1193, Sydney, NSW,-33.79,151.27
1191, Sydney, NSW,-33.79,151.27
1190, Sydney, NSW,-33.79,151.27
1189, Sydney, NSW,-33.79,151.27
1188, Sydney, NSW,-33.79,151.27
1187, Sydney, NSW,-33.79,151.27
1186, Sydney, NSW,-33.79,151.27
1185, Sydney, NSW,-33.79,151.27
1184, Sydney, NSW,-33.79,151.27
1183, Sydney, NSW,-33.79,151.27
1182, Sydney, NSW,-33.79,151.27
1181, Sydney, NSW,-33.79,151.27
1180, Sydney, NSW,-33.79,151.27
1179, Sydney, NSW,-33.79,151.27
1178, Sydney, NSW,-33.79,151.27
1177, Sydney, NSW,-33.79,151.27
1176, Sydney, NSW,-33.79,151.27
1175, Sydney, NSW,-33.79,151.27
1174, Sydney, NSW,-33.79,151.27
1173, Sydney, NSW,-33.79,151.27
1172, Sydney, NSW,-33.79,151.27
1171, Sydney, NSW,-33.79,151.27
1170, Sydney, NSW,-33.79,151.27
1169, Sydney, NSW,-33.79,151.27
1168, Sydney, NSW,-33.79,151.27
1167, Sydney, NSW,-33.79,151.27
1166, Sydney, NSW,-33.79,151.27
1165, Sydney, NSW,-33.79,151.27
1164, Sydney, NSW,-33.79,151.27
1163, Sydney, NSW,-33.79,151.27
1162, Sydney, NSW,-33.79,151.27
1161, Sydney, NSW,-33.79,151.27
1160, Sydney, NSW,-33.79,151.27
1159, Sydney, NSW,-33.79,151.27
1158, Sydney, NSW,-33.79,151.27
1157, Sydney, NSW,-33.79,151.27
1156, Sydney, NSW,-33.79,151.27
1155, Sydney, NSW,-33.79,151.27
1154, Sydney, NSW,-33.79,151.27
1153, Sydney, NSW,-33.79,151.27
1152, Sydney, NSW,-33.79,151.27
1151, Sydney, NSW,-33.79,151.27
1150, Sydney, NSW,-33.79,151.27
1149, Sydney, NSW,-33.79,151.27
1148, Sydney, NSW,-33.79,151.27
1147, Sydney, NSW,-33.79,151.27
1146, Sydney, NSW,-33.79,151.27
1145, Sydney, NSW,-33.79,151.27
1144, Sydney, NSW,-33.79,151.27
1143, Sydney, NSW,-33.79,151.27
1142, Sydney, NSW,-33.79,151.27
1141, Sydney, NSW,-33.79,151.27
1140, Sydney, NSW,-33.79,151.27
1139, Sydney, NSW,-33.79,151.27
1138, Sydney, NSW,-33.79,151.27
1137, Sydney, NSW,-33.79,151.27
1136, Sydney, NSW,-33.79,151.27
1135, Sydney, NSW,-33.79,151.27
1134, Sydney, NSW,-33.79,151.27
1133, Sydney, NSW,-33.79,151.27
1131, Sydney, NSW,-33.79,151.27
1130, Sydney, NSW,-33.79,151.27
1129, Sydney, NSW,-33.79,151.27
1128, Sydney, NSW,-33.79,151.27
1127, Sydney, NSW,-33.79,151.27
1126, Sydney, NSW,-33.79,151.27
1125, Sydney, NSW,-33.79,151.27
1124, Sydney, NSW,-33.79,151.27
1123, Sydney, NSW,-33.79,151.27
1122, Sydney, NSW,-33.79,151.27
1121, Sydney, NSW,-33.79,151.27
1120, Sydney, NSW,-33.79,151.27
1119, Sydney, NSW,-33.79,151.27
1118, Sydney, NSW,-33.79,151.27
1115, Sydney, NSW,-33.79,151.27
1114, Sydney, NSW,-33.79,151.27
1113, Sydney, NSW,-33.79,151.27
1112, Sydney, NSW,-33.79,151.27
1110, Sydney, NSW,-33.79,151.27
1109, Sydney, NSW,-33.79,151.27
1108, Sydney, NSW,-33.79,151.27
1107, Sydney, NSW,-33.79,151.27
1106, Sydney, NSW,-33.79,151.27
1105, Sydney, NSW,-33.79,151.27
1101, Sydney, NSW,-33.79,151.27
1100, Sydney, NSW,-33.79,151.27
1046, Sydney, NSW,-33.79,151.27
1045, Sydney, NSW,-33.79,151.27
1044, Sydney, NSW,-33.79,151.27
1043, Sydney, NSW,-33.79,151.27
1042, Sydney, NSW,-33.79,151.27
1041, Sydney, NSW,-33.79,151.27
1040, Sydney, NSW,-33.79,151.27
1039, Sydney, NSW,-33.79,151.27
1038, Sydney, NSW,-33.79,151.27
1037, Sydney, NSW,-33.79,151.27
1036, Sydney, NSW,-33.79,151.27
1035, Sydney, NSW,-33.79,151.27
1034, Sydney, NSW,-33.79,151.27
1033, Sydney, NSW,-33.79,151.27
1031, Sydney, NSW,-33.79,151.27
1030, Sydney, NSW,-33.79,151.27
1029, Sydney, NSW,-33.79,151.27
1028, Sydney, NSW,-33.79,151.27
1027, Sydney, NSW,-33.79,151.27
1026, Sydney, NSW,-33.79,151.27
1025, Sydney, NSW,-33.79,151.27
1023, Sydney, NSW,-33.79,151.27
1022, Sydney, NSW,-33.79,151.27
1021, Sydney, NSW,-33.79,151.27
1020, Sydney, NSW,-33.79,151.27
1011, Sydney, NSW,-33.79,151.27
1010, Sydney, NSW,-33.79,151.27
1009, Sydney, NSW,-33.79,151.27
1008, Sydney, NSW,-33.79,151.27
1007, Sydney, NSW,-33.79,151.27
1006, Sydney, NSW,-33.79,151.27
1005, Sydney, NSW,-33.79,151.27
1004, Sydney, NSW,-33.79,151.27
1003, Sydney, NSW,-33.79,151.27
1002, Sydney, NSW,-33.79,151.27
1001, Sydney, NSW,-33.79,151.27
2760, Colyton, NSW,-33.78,150.79
2748, Orchard Hills, NSW,-33.78,150.72
2152, Northmead, NSW,-33.78,150.99
2118, Carlingford, NSW,-33.78,151.05
2069, Castle Cove, NSW,-33.78,151.2
1712, Epping, NSW,-33.78,151.12
1710, Epping, NSW,-33.78,151.12
6251, Brazier, WA,-33.77,115.83
2773, Glenbrook, NSW,-33.77,150.62
2767, Doonside, NSW,-33.77,150.87
2121, Epping, NSW,-33.77,151.08
2109, Macquarie University, NSW,-33.77,151.11
2100, Allambie Heights, NSW,-33.77,151.25
2096, Curl Curl, NSW,-33.77,151.29
2070, East Lindfield, NSW,-33.77,151.19
1755, Baulkham Hills, NSW,-33.77,150.97
2153, Baulkham Hills, NSW,-33.76,150.99
2087, Forestville, NSW,-33.76,151.21
2072, Gordon, NSW,-33.76,151.16
1771, Pennant Hills, NSW,-33.76,151.05
1730, Seven Hills, NSW,-33.76,150.97
1715, Pennant Hills, NSW,-33.76,151.05
1680, Ryde, NSW,-33.76,151.14
6337, Fitzgerald, WA,-33.75,119.46
6252, Mullalyup, WA,-33.75,115.95
2125, West Pennant Hills, NSW,-33.75,151.04
2119, Beecroft, NSW,-33.75,151.06
2086, Frenchs Forest, NSW,-33.75,151.23
2071, East Killara, NSW,-33.75,151.17
2774, Blaxland, NSW,-33.74,150.61
2768, Glenwood, NSW,-33.74,150.92
2750, Emu Heights, NSW,-33.74,150.65
2747, Cambridge Gardens, NSW,-33.74,150.72
2147, Kings Langley, NSW,-33.74,150.92
2120, Pennant Hills, NSW,-33.74,151.07
2099, Cromer, NSW,-33.74,151.28
2097, Collaroy, NSW,-33.74,151.3
2085, Belrose, NSW,-33.74,151.21
2073, Pymble, NSW,-33.74,151.14
1765, Castle Hill, NSW,-33.74,151.03
1220, Grosvenor Place, NSW,-33.74,151.03
1219, Grosvenor Place, NSW,-33.74,151.03
1218, Grosvenor Place, NSW,-33.74,151.03
1217, Grosvenor Place, NSW,-33.74,151.03
1216, Grosvenor Place, NSW,-33.74,151.03
2770, Bidwill, NSW,-33.73,150.82
2763, Acacia Gardens, NSW,-33.73,150.91
2761, Colebee, NSW,-33.73,150.87
2751, Penrith, NSW,-33.73,151.28
2154, Castle Hill, NSW,-33.73,151.01
2075, St Ives, NSW,-33.73,151.16
2013, Strawberry Hills, NSW,-33.73,150.93
2012, Strawberry Hills, NSW,-33.73,150.93
1429, Strawberry Hills, NSW,-33.73,150.93
1428, Strawberry Hills, NSW,-33.73,150.93
1427, Strawberry Hills, NSW,-33.73,150.93
1426, Strawberry Hills, NSW,-33.73,150.93
1425, Strawberry Hills, NSW,-33.73,150.93
1424, Strawberry Hills, NSW,-33.73,150.93
1423, Strawberry Hills, NSW,-33.73,150.93
1422, Strawberry Hills, NSW,-33.73,150.93
1420, Strawberry Hills, NSW,-33.73,150.93
5464, Anama, SA,-33.72,138.55
2784, Bullaburra, NSW,-33.72,150.41
2783, Lawson, NSW,-33.72,150.43
2779, Hazelbrook, NSW,-33.72,150.45
2126, Cherrybrook, NSW,-33.72,151.04
2076, Normanhurst, NSW,-33.72,151.1
5455, Hilltown, SA,-33.71,138.65
2797, Garland, NSW,-33.71,149.03
2782, Wentworth Falls, NSW,-33.71,150.38
2780, Katoomba, NSW,-33.71,150.31
2074, North Turramurra, NSW,-33.71,151.15
1630, Hornsby, NSW,-33.71,151.1
1435, Alexandria, NSW,-33.71,151.11
6395, Cherry Tree Pool, WA,-33.7,117.23
6243, Wilga, WA,-33.7,116.29
2776, Faulconbridge, NSW,-33.7,150.53
2762, Schofields, NSW,-33.7,150.89
2155, Beaumont Hills, NSW,-33.7,150.95
2101, Elanora Heights, NSW,-33.7,151.28
1660, Mona Vale, NSW,-33.7,151.22
1658, Mona Vale, NSW,-33.7,151.22
2102, Warriewood, NSW,-33.69,151.3
2077, Asquith, NSW,-33.69,151.11
6280, Abba River, WA,-33.68,115.46
5602, Cowell, SA,-33.68,136.93
2804, Billimari, NSW,-33.68,148.62
2711, Booligal, NSW,-33.68,144.75
2158, Dural, NSW,-33.68,151.03
2103, Mona Vale, NSW,-33.68,151.3
2777, Hawkesbury Heights, NSW,-33.67,150.65
2765, Berkshire Park, NSW,-33.67,150.8
2749, Castlereagh, NSW,-33.67,150.68
1116, Sydney, NSW,-33.67,150.87
6850, Cloisters Square Po, WA,-33.66,115.33
2156, Annangrove, NSW,-33.66,150.94
2106, Newport, NSW,-33.66,151.31
2104, Bayview, NSW,-33.66,151.3
2079, Mount Colah, NSW,-33.66,151.12
1132, Sydney, NSW,-33.66,150.87
1117, Sydney, NSW,-33.66,150.87
1032, Sydney, NSW,-33.66,150.87
6343, Pingrup, WA,-33.65,118.52
6282, Yallingup, WA,-33.65,115.03
5417, Baldina, SA,-33.65,139.06
2805, Gooloogong, NSW,-33.65,148.41
2799, Barry, NSW,-33.65,149.27
6448, Gibson, WA,-33.64,121.81
2785, Blackheath, NSW,-33.64,150.28
2756, Bligh Park, NSW,-33.64,150.79
2107, Avalon, NSW,-33.64,151.33
2105, Church Point, NSW,-33.64,151.28
6985, Cloverdale, WA,-33.63,115.6
6317, Badgebup, WA,-33.63,117.9
2080, Mount Kuring-Gai, NSW,-33.63,151.23
6281, Dunsborough, WA,-33.62,115.11
5670, Bramfield, SA,-33.62,134.99
2753, Agnes Banks, NSW,-33.62,150.71
2159, Arcadia, NSW,-33.62,151.05
2084, Cottage Point, NSW,-33.62,151.2
2081, Berowra, NSW,-33.62,151.15
2791, Carcoar, NSW,-33.61,149.14
2082, Berowra Creek, NSW,-33.61,151.14
5454, Andrews, SA,-33.6,138.63
2755, Richmond Raaf, NSW,-33.6,150.8
2108, Coasters Retreat, NSW,-33.6,151.3
2792, Burnt Yards, NSW,-33.59,149.03
2754, North Richmond, NSW,-33.58,150.72
6394, Beaufort River, WA,-33.57,117.03
5470, Yacka, SA,-33.57,138.41
6271, Capel, WA,-33.56,115.56
6240, Lowden, WA,-33.56,115.99
5633, Boonerdo, SA,-33.56,135.98
6239, Argyle, WA,-33.55,115.77
5522, Fisherman Bay, SA,-33.55,137.94
2757, Kurmond, NSW,-33.55,150.7
6341, Nyabing, WA,-33.54,118.15
